forum_topic,post_id
outdoors,16583
fitness,13108
travel,4136
productivity,1685
travel,105
productivity,456
productivity,10902
history,32207
health,10061
health,13915
interpersonal,14118
outdoors,17255
parenting,33021
health,1484
buddhism,15320
travel,51247
history,4461
sports,4083
productivity,14757
outdoors,7584
fitness,37372
outdoors,16792
diy,115244
interpersonal,366
history,34814
sports,12075
parenting,23328
fitness,15618
cooking,54669
diy,127246
diy,76793
cooking,65294
fitness,37193
gardening,20479
fitness,34097
mythology,1474
travel,19188
interpersonal,15609
fitness,11396
diy,100333
parenting,953
gardening,2047
travel,64578
health,15640
productivity,2116
sports,8697
health,16384
health,10240
parenting,4856
outdoors,6974
mythology,2289
gardening,7115
interpersonal,15810
gardening,35013
cooking,84607
productivity,3708
sports,17818
buddhism,8570
diy,109670
history,18892
history,47161
history,21404
parenting,33308
gardening,8247
sports,3006
diy,121163
sports,14182
gardening,23611
buddhism,10167
gardening,35435
pets,16653
diy,145861
cooking,36744
cooking,7746
pets,20553
diy,24931
history,21322
fitness,23705
gardening,38374
history,10387
sports,18110
fitness,7504
parenting,4442
health,523
gardening,20352
outdoors,10165
travel,104743
health,15339
parenting,11438
diy,83770
health,5432
travel,106777
diy,144644
parenting,12308
cooking,17308
mythology,4850
outdoors,15018
sports,12926
buddhism,11188
buddhism,25889
sports,16897
history,22718
interpersonal,9841
sports,2744
parenting,1856
travel,92342
outdoors,15028
interpersonal,7289
sports,7392
gardening,4867
cooking,149
travel,103388
productivity,14119
gardening,34074
interpersonal,15899
gardening,1200
buddhism,18278
gardening,31470
health,7625
mythology,110
buddhism,23082
parenting,29629
outdoors,31
cooking,54175
parenting,10475
fitness,27325
travel,87211
fitness,29054
pets,5824
interpersonal,17426
mythology,5035
productivity,3566
travel,50361
travel,36142
health,9602
gardening,24701
interpersonal,4480
cooking,47118
parenting,197
fitness,1398
health,13927
buddhism,20792
mythology,3110
productivity,16711
mythology,1594
travel,47638
gardening,4441
buddhism,18959
history,7596
health,5868
history,6148
sports,14887
outdoors,3898
cooking,60068
outdoors,5890
fitness,34395
sports,1065
gardening,36482
productivity,15405
health,13169
diy,10296
cooking,87420
diy,14024
sports,15225
parenting,22075
pets,6017
pets,18466
parenting,30612
fitness,37409
travel,91040
pets,17556
outdoors,7837
interpersonal,14452
fitness,4265
health,10665
interpersonal,11682
diy,14428
outdoors,16523
gardening,32901
buddhism,22232
parenting,10662
outdoors,1717
interpersonal,13236
fitness,6808
travel,79387
interpersonal,17762
diy,68250
productivity,17171
productivity,17725
diy,26537
sports,10524
health,11
outdoors,15427
fitness,32979
buddhism,12880
buddhism,10067
parenting,33184
gardening,41695
productivity,12091
fitness,32780
cooking,77057
history,20811
diy,11878
travel,107634
cooking,69002
productivity,14029
travel,8323
productivity,15307
parenting,30193
sports,8918
gardening,32788
interpersonal,7521
cooking,1122
productivity,14192
gardening,35179
history,8506
fitness,6290
pets,18912
history,16753
productivity,3936
fitness,33344
productivity,14932
health,7173
gardening,3081
diy,83233
history,35092
mythology,533
travel,99819
cooking,3797
diy,98525
interpersonal,2001
health,13434
history,23295
pets,16392
health,9798
buddhism,14158
health,5303
sports,18721
travel,62416
gardening,8387
travel,14127
outdoors,1102
productivity,2248
fitness,9649
health,15964
outdoors,4512
diy,100597
interpersonal,4573
travel,13051
mythology,685
parenting,6596
fitness,2518
mythology,3364
gardening,107
cooking,47317
productivity,14966
gardening,22148
buddhism,18287
diy,146070
buddhism,12639
mythology,1689
diy,31090
travel,84703
gardening,34718
pets,2911
buddhism,10079
pets,18897
gardening,8861
buddhism,5551
parenting,16199
interpersonal,6243
gardening,23277
sports,14215
fitness,12697
health,9899
buddhism,26890
health,32
cooking,66209
pets,18808
parenting,6187
interpersonal,16105
interpersonal,8190
interpersonal,17953
diy,92498
productivity,12542
health,16899
pets,6173
health,10075
parenting,6405
gardening,3434
mythology,1124
interpersonal,8697
buddhism,11859
travel,73187
fitness,37580
fitness,28258
parenting,28156
buddhism,24553
interpersonal,11339
cooking,20068
interpersonal,1478
buddhism,19955
productivity,12030
mythology,2208
mythology,2859
history,11997
buddhism,17506
cooking,25663
buddhism,13477
interpersonal,14413
diy,58279
productivity,13725
fitness,27471
fitness,18450
productivity,1658
gardening,17448
buddhism,10658
history,45662
health,1638
health,16884
gardening,35049
fitness,2793
outdoors,344
health,7060
parenting,7883
productivity,16961
gardening,26688
cooking,86622
history,1543
outdoors,19778
gardening,29974
outdoors,4626
diy,144615
pets,5728
cooking,89289
gardening,5011
sports,5362
mythology,2484
history,8680
sports,13842
interpersonal,14502
diy,11704
parenting,19125
history,37567
cooking,36615
productivity,4515
buddhism,8964
sports,11850
health,12575
interpersonal,10683
diy,114109
outdoors,14
outdoors,16683
parenting,23482
cooking,37439
mythology,2809
health,16888
sports,5286
gardening,14733
pets,20261
gardening,4832
history,24312
pets,10047
interpersonal,7774
health,902
pets,19990
buddhism,5657
outdoors,20028
parenting,3010
sports,2456
mythology,1024
buddhism,23687
parenting,33446
mythology,4605
outdoors,18522
parenting,1746
travel,114145
parenting,27307
fitness,32699
pets,3067
productivity,18481
interpersonal,12211
history,43617
parenting,25106
cooking,33081
pets,3083
cooking,32326
pets,1875
buddhism,21648
gardening,1537
buddhism,22890
fitness,31768
sports,16102
diy,103333
mythology,2768
fitness,31579
outdoors,11799
mythology,3248
interpersonal,17363
history,9664
history,15011
cooking,5845
outdoors,13497
outdoors,10202
health,3550
history,39814
buddhism,17829
health,10855
mythology,1013
parenting,14674
cooking,91001
interpersonal,5103
interpersonal,8255
parenting,14497
sports,15722
mythology,3071
gardening,25255
diy,76519
mythology,4831
history,17322
travel,87106
cooking,18681
health,11974
travel,109222
sports,16285
fitness,22579
sports,12089
gardening,7231
pets,9467
productivity,1673
parenting,21766
health,10903
fitness,15910
history,38180
travel,87186
outdoors,6661
history,8369
outdoors,5628
sports,2140
interpersonal,11186
diy,37217
sports,3475
gardening,34944
travel,112006
fitness,6722
history,4491
health,527
buddhism,9723
mythology,4553
productivity,15346
productivity,446
gardening,25226
sports,5856
productivity,4008
productivity,2478
sports,6933
buddhism,24089
interpersonal,8478
mythology,4742
diy,127625
interpersonal,13547
parenting,27804
diy,88222
fitness,13475
outdoors,10700
fitness,33071
parenting,3446
health,11481
pets,1932
interpersonal,17985
mythology,2586
interpersonal,3265
cooking,81202
diy,111217
interpersonal,6953
buddhism,15595
diy,136497
gardening,20444
sports,2803
gardening,19332
travel,16616
history,46037
interpersonal,10248
productivity,14360
health,5836
mythology,2795
buddhism,3722
pets,2430
outdoors,4566
sports,15353
productivity,15372
history,8881
gardening,34703
outdoors,19795
history,15530
sports,996
pets,18465
diy,33474
outdoors,18591
travel,49873
fitness,25964
productivity,8307
health,16193
travel,103494
history,27966
history,20729
productivity,18312
sports,10409
health,4685
history,384
gardening,2128
history,1932
health,10323
fitness,29840
interpersonal,637
parenting,10923
travel,29149
interpersonal,2699
gardening,31246
sports,2857
history,688
fitness,31531
productivity,18445
health,4042
health,13500
pets,8164
cooking,42858
diy,146014
interpersonal,11627
history,21339
interpersonal,12277
mythology,4879
fitness,37363
cooking,86967
interpersonal,16971
diy,81229
sports,13914
gardening,33355
history,35427
gardening,34399
productivity,1176
fitness,38499
diy,131661
productivity,14538
productivity,7208
sports,16794
gardening,19293
fitness,26127
history,25
cooking,37759
cooking,28629
pets,1530
outdoors,7559
outdoors,13390
parenting,18870
sports,8607
travel,31600
interpersonal,12706
gardening,8574
sports,15238
health,5240
gardening,19338
buddhism,23613
history,41878
mythology,3187
parenting,33365
gardening,39671
diy,38506
buddhism,10390
fitness,35780
diy,42422
sports,16348
travel,71777
gardening,35528
gardening,28712
diy,58215
cooking,84259
productivity,18112
pets,2490
cooking,40473
cooking,86842
productivity,7737
outdoors,14206
outdoors,492
buddhism,3827
parenting,6288
travel,88663
cooking,77332
history,39998
travel,79397
history,7512
health,15603
outdoors,3257
health,10591
gardening,35815
productivity,94
cooking,8615
history,14729
health,13503
parenting,22354
travel,47661
cooking,36066
gardening,35052
pets,16204
outdoors,4197
interpersonal,3142
outdoors,17531
outdoors,3818
productivity,15032
sports,15389
history,15215
gardening,176
buddhism,16043
fitness,9831
travel,12928
diy,5445
cooking,33429
outdoors,4569
pets,13905
outdoors,20189
outdoors,6779
gardening,34558
outdoors,17155
diy,94478
diy,59247
pets,533
buddhism,19566
interpersonal,1082
travel,22177
interpersonal,13691
health,21
sports,2462
fitness,12026
interpersonal,5199
diy,115066
outdoors,8201
interpersonal,18063
travel,91096
sports,14181
health,3038
interpersonal,4812
health,14486
gardening,29257
buddhism,9721
pets,5959
fitness,4724
diy,110905
history,30288
outdoors,19506
health,15829
travel,92134
buddhism,26343
travel,44623
mythology,1269
pets,17939
mythology,1647
history,40335
fitness,14895
gardening,14877
sports,1699
sports,1568
mythology,1542
interpersonal,3348
history,25906
productivity,1188
parenting,18811
buddhism,20989
cooking,20568
sports,16254
gardening,5871
buddhism,11274
fitness,31832
fitness,14001
gardening,39341
parenting,8766
history,43725
sports,2527
gardening,33490
diy,129487
outdoors,300
cooking,28291
buddhism,14642
pets,2104
sports,5586
health,10706
gardening,36315
parenting,11207
outdoors,18882
outdoors,13437
history,37749
history,8553
health,900
history,35369
travel,76668
cooking,46593
cooking,1027
history,14468
travel,5215
sports,2361
sports,1326
productivity,10953
outdoors,1689
parenting,22821
productivity,14764
travel,121338
gardening,25318
history,25805
travel,64020
history,17488
pets,18297
buddhism,22760
mythology,10
diy,20798
cooking,89935
history,8284
gardening,27545
sports,20108
parenting,8608
health,4041
cooking,58098
mythology,3533
travel,3278
fitness,13866
parenting,14569
parenting,8715
buddhism,23127
history,1646
health,12437
sports,7101
fitness,28459
interpersonal,17417
buddhism,17173
outdoors,10312
outdoors,3009
interpersonal,3534
cooking,85517
fitness,31669
travel,8648
pets,17532
pets,18240
parenting,5620
health,16848
health,1762
fitness,6324
travel,34626
productivity,3294
buddhism,9405
buddhism,24699
fitness,38525
fitness,27473
history,12706
history,43472
pets,10414
travel,103261
sports,12033
pets,3245
diy,143728
productivity,18452
diy,132841
history,20929
outdoors,10391
diy,11113
diy,74671
health,11427
diy,98768
health,7187
travel,113325
interpersonal,9227
sports,4590
health,12192
productivity,14878
travel,84861
buddhism,10268
gardening,41497
parenting,10418
fitness,22503
sports,17880
sports,4014
health,1110
outdoors,8539
gardening,5168
history,32392
parenting,8477
parenting,2395
outdoors,6303
history,46962
travel,46025
health,1408
parenting,9112
history,42557
fitness,36888
history,27596
diy,88295
productivity,15597
health,13671
parenting,19434
diy,72400
diy,130284
outdoors,18777
history,4388
history,10005
pets,2997
interpersonal,619
diy,120998
interpersonal,12388
gardening,33207
sports,13367
diy,109641
pets,7320
buddhism,17948
travel,66133
parenting,20287
mythology,4998
buddhism,13416
cooking,1161
mythology,545
productivity,15388
diy,4865
diy,42060
diy,28380
parenting,11914
productivity,4397
travel,88341
mythology,2702
outdoors,14161
sports,4757
cooking,35440
buddhism,15970
gardening,23785
health,1631
productivity,2938
cooking,51625
outdoors,11001
pets,485
parenting,26380
history,40515
gardening,30751
history,43804
health,11140
history,7268
interpersonal,10002
sports,12300
history,37591
travel,83997
fitness,33944
parenting,19262
buddhism,3908
sports,5106
cooking,47197
parenting,23458
productivity,14324
travel,106167
outdoors,15742
parenting,11909
mythology,2634
buddhism,20449
sports,12443
fitness,4292
sports,13579
health,16755
history,20936
interpersonal,1366
sports,1762
travel,121161
buddhism,12156
buddhism,3210
buddhism,18283
cooking,27799
pets,18949
productivity,18283
buddhism,5464
parenting,20833
interpersonal,13820
gardening,8245
pets,17857
gardening,25333
parenting,24242
diy,91205
productivity,18118
fitness,16088
cooking,23844
diy,141174
history,43734
outdoors,5599
gardening,8167
gardening,26789
mythology,1903
outdoors,16362
cooking,2336
sports,4381
health,7224
interpersonal,6276
travel,26915
interpersonal,4005
history,41111
history,28147
pets,1684
fitness,14793
history,33324
history,36260
history,39593
productivity,16814
buddhism,3431
travel,43176
diy,10881
cooking,26069
outdoors,5196
outdoors,7850
history,37440
mythology,2410
productivity,1993
outdoors,17141
parenting,23863
travel,80790
buddhism,9525
cooking,20549
health,12019
parenting,6164
pets,16275
cooking,44376
fitness,37621
outdoors,20241
diy,141428
health,13923
fitness,37522
parenting,32617
travel,68924
outdoors,6763
health,4919
diy,23294
history,47861
sports,4572
productivity,12338
buddhism,9292
sports,5564
parenting,26896
sports,13978
mythology,3345
parenting,22763
parenting,33864
sports,12858
travel,14470
history,10220
cooking,89106
history,47714
fitness,13739
diy,85451
parenting,3855
pets,2354
interpersonal,14706
interpersonal,8227
sports,260
cooking,63874
interpersonal,491
travel,88411
travel,31057
pets,17530
fitness,31504
travel,104178
buddhism,15673
gardening,41070
pets,20701
cooking,11288
pets,136
history,39694
parenting,34702
health,3553
buddhism,19200
history,31093
pets,16864
fitness,2265
gardening,14249
diy,71798
gardening,18128
cooking,84051
fitness,29935
sports,1456
fitness,25655
health,10510
buddhism,13417
health,4647
cooking,20521
cooking,25938
sports,12909
buddhism,14072
fitness,10128
interpersonal,6162
productivity,8964
health,14518
pets,7341
interpersonal,4796
sports,19893
history,17602
travel,121336
history,21489
outdoors,15838
travel,4805
fitness,31097
buddhism,15058
parenting,7655
health,5253
health,5051
sports,14523
travel,27014
history,33947
cooking,81185
travel,10606
outdoors,6475
fitness,35834
history,662
history,17379
interpersonal,8903
outdoors,772
productivity,8629
diy,114379
sports,3076
diy,62705
history,11383
interpersonal,7808
travel,47163
gardening,24595
pets,15167
mythology,2398
buddhism,13790
travel,108657
pets,15779
health,1790
productivity,14289
health,8937
pets,16403
diy,58162
buddhism,11217
interpersonal,6333
diy,21730
productivity,18137
interpersonal,16378
buddhism,14521
productivity,7327
cooking,6273
outdoors,5037
buddhism,11893
outdoors,13924
parenting,8965
health,8683
health,10151
diy,81885
cooking,75094
travel,9535
travel,61200
mythology,2845
interpersonal,7074
interpersonal,13949
pets,1549
interpersonal,10787
health,12499
mythology,3412
travel,57783
cooking,51942
interpersonal,2547
cooking,44619
interpersonal,4372
fitness,7428
fitness,10168
outdoors,13617
productivity,1855
interpersonal,869
history,42451
travel,95437
health,1982
parenting,27232
interpersonal,17227
cooking,78370
pets,1885
buddhism,13861
buddhism,8201
